SID,LD33,grade,sld
8131953,Never,6,0
7293593,Never,6,0
9282718,Never,6,0
1879049,Never,6,0
7357168,Never,6,0
8809194,Never,6,0
4121635,Never,6,0
858404,Never,6,0
4722221,Never,6,0
6571956,Always,6,1
969230,Never,6,0
6654231,Never,6,0
6524281,Never,6,0
9349456,Never,6,0
8207445,Never,6,0
10601805,Never,6,0
4254333,Never,6,0
7710712,Never,6,0
8036918,Never,6,0
7734697,Never,6,0
4373529,Never,6,0
3262820,Always,6,1
2924439,Never,6,0
8207267,Never,6,0
8288992,Never,6,0
6564925,Never,6,0
7736673,Never,6,0
9055770,Sometimes,6,1
3416542,Never,6,0
7080549,Never,6,0
7725108,Never,6,0
11856327,Never,6,0
8157456,Never,6,0
6624421,Never,6,0
9258612,Never,6,0
266574,Never,6,0
3658406,Never,6,0
10826211,Never,6,0
8024154,Never,6,0
6916856,Never,6,0
755702,Never,6,0
7770170,Sometimes,6,0
8241309,Never,6,0
11639687,Never,6,0
8238928,Never,6,0
6612067,Never,6,0
7844522,Never,6,0
1329588,Never,6,0
7060858,Never,6,0
6369774,Never,6,0
7922000,Never,6,0
7358032,Never,6,0
8520089,Never,6,0
6529860,Never,6,0
7892713,Never,6,0
4999746,Never,6,0
7235968,Never,6,0
6858333,Never,6,0
2930978,Never,6,0
7806531,Never,6,0
3069184,Never,6,0
8022488,Never,6,0
8203326,Never,6,0
4386515,Never,6,0
8028869,Never,6,0
454982,Always,6,1
9287892,Never,6,0
4144503,Never,6,0
8238804,Never,6,0
418978,Never,6,0
6541860,Never,6,0
6877184,Always,6,1
13468677,Never,6,0
2438364,Never,6,0
8351376,Always,6,1
8029903,Never,6,0
6512038,Never,6,0
2754320,Never,6,0
5358558,Never,6,0
8177678,Never,6,0
6374069,Never,6,0
7097271,Never,6,0
6765068,Never,6,0
8042888,Never,6,0
12634956,Never,6,0
8514607,Never,6,0
6544282,Never,6,0
7045700,Never,6,0
7731655,Never,6,0
1864475,Never,6,0
6541267,Never,6,0
7845464,Never,6,0
9324488,Never,6,0
8131910,Never,6,0
8059934,Never,6,0
8276145,Never,6,0
6708366,Never,6,0
6888062,Never,6,0
6897681,Never,6,0
10969462,Never,6,0
7355610,Never,6,0
10282556,Never,6,0
7703619,Never,6,0
6931995,Never,6,0
7721277,Sometimes,6,0
3228223,Never,6,0
7852754,Never,6,0
7961219,Never,6,0
8165688,Never,6,0
8954925,Never,6,0
7116225,Never,6,0
7988788,Never,6,0
8132054,Never,6,0
9785515,Never,6,0
2172976,Never,6,0
6845770,Never,6,0
7841728,Never,6,0
7182783,Never,6,0
6611834,Never,6,0
565911,Never,6,0
8117977,Never,6,0
10326472,Never,6,0
8375283,Never,6,0
6656560,Never,6,0
6727921,Never,6,0
7778678,Never,6,0
857726,Never,6,0
3184501,Never,6,0
8101264,Never,6,0
6209491,Never,6,0
11912324,Never,6,0
6569153,Never,6,0
7118171,Never,6,0
832669,Never,6,0
1745778,Never,6,0
9069852,Never,6,0
7782314,Never,6,0
7769636,Never,6,0
7995113,Never,6,0
6862829,Never,6,0
9174168,Never,6,0
6532209,Never,6,0
9175970,Never,6,0
501107,Never,6,0
7493819,Always,6,1
7135424,Never,6,0
7277830,Never,6,0
8172277,Never,6,0
6213642,Never,6,0
10997393,Never,6,0
8265941,Never,6,0
6811426,Never,6,0
9264469,Never,6,0
7805705,Never,6,0
8131856,Never,6,0
8147027,Never,6,0
7991231,Never,6,0
1935518,Never,6,0
7245335,Always,6,1
6189059,Never,6,0
3267741,Always,6,1
7300646,Never,6,0
7971699,Never,6,0
2939886,Never,6,0
1574310,Never,6,0
7987072,Always,6,1
5233976,Never,6,0
5780985,Never,6,0
7173083,Never,6,0
8152675,Never,6,0
2754118,Always,6,1
5756413,Never,6,0
6541534,Sometimes,6,0
6825923,Never,6,0
6683541,Never,6,0
8825572,Never,6,0
5564611,Never,6,0
11810629,Never,6,0
6997481,Always,6,1
673676,Never,6,0
10786953,Never,6,0
6962505,Sometimes,6,0
7356315,Never,6,0
8484953,Never,6,0
1890883,Never,6,0
7121571,Never,6,0
8003920,Always,6,1
9054022,Never,6,0
5502160,Never,6,0
6814085,Never,6,0
503126,Never,6,0
6369790,Never,6,0
6651607,Never,6,0
6747973,Never,6,0
4713567,Never,6,0
1686666,Never,6,0
10314636,Never,6,0
7174020,Always,6,1
8282129,Never,6,0
8051895,Always,6,1
8277095,Never,6,0
4101332,Never,6,0
110493,Never,6,0
11029714,Never,6,0
6540929,Never,6,0
6085709,Never,6,0
8139210,Never,6,0
614912,Never,6,0
7740441,Never,6,0
7721684,Never,6,0
936189,Never,6,0
4723031,Never,6,0
3795772,Never,6,0
6524737,Never,6,0
8170223,Always,6,1
7823096,Never,6,0
6727743,Never,6,0
2470349,Never,6,0
6652832,Never,6,0
7792336,Never,6,0
6831427,Never,6,0
9626867,Never,6,0
7725965,Never,6,0
8129029,Never,6,0
3918343,Never,6,0
7953712,Never,6,0
2459825,Never,6,0
6918190,Never,6,0
2953439,Never,6,0
5571545,Never,6,0
2741806,Never,6,0
6177077,Never,6,0
4114345,Never,6,0
6714854,Never,6,0
1626140,Always,6,1
6432859,Always,6,1
505315,Sometimes,6,0
9358110,Never,6,0
6644651,Never,6,0
11809582,Never,6,0
5168791,Never,6,0
4425332,Sometimes,6,1
1074024,Never,6,0
8974616,Never,6,0
4193172,Never,6,0
5592763,Always,6,1
7323476,Never,6,0
6576567,Never,6,0
9337024,Never,6,0
7208308,Never,6,0
2941813,Never,6,0
7459238,Never,6,0
4059433,Never,6,0
6740413,Never,6,0
8004706,Always,6,1
9071849,Never,6,0
3342484,Never,6,0
7940343,Never,6,0
188204,Never,6,0
10836659,Never,6,0
8566216,Always,6,1
7768788,Never,6,0
6630383,Sometimes,6,0
5256526,Never,6,0
7753292,Never,6,0
7163754,Never,6,0
7687508,Never,6,0
7760884,Never,6,0
1114980,Always,6,1
8181284,Never,6,0
6732321,Never,6,0
7416342,Never,6,0
2253828,Never,6,0
3796736,Never,6,0
11028947,Never,6,0
12921386,Always,6,1
8210594,Never,6,0
7782470,Never,6,0
6898157,Never,6,0
9952896,Never,6,0
7644779,Never,6,0
6894933,Never,6,0
8084211,Never,6,0
7171420,Never,6,0
9844945,Never,6,0
6565530,Never,6,0
7034318,Never,6,0
1746936,Never,6,0
6632939,Never,6,0
6880606,Never,6,0
9772278,Never,6,0
8647216,Always,6,1
7712235,Never,6,0
7729588,Never,6,0
6616437,Always,6,1
8079218,Never,6,0
8004633,Never,6,0
8301018,Never,6,0
7435967,Never,6,0
6796818,Never,6,0
3401073,Never,6,0
988936,Never,6,0
6872581,Never,6,0
4860179,Never,6,0
8193614,Never,6,0
500089,Never,6,0
7851138,Never,6,0
7218826,Never,6,0
7846762,Never,6,0
7846355,Never,6,0
7982526,Never,6,0
9227687,Never,6,0
7047304,Never,6,0
8423016,Never,6,0
6999859,Never,6,0
2433400,Never,6,0
8431620,Never,6,0
1761439,Never,6,0
2150344,Never,6,0
9784845,Never,6,0
8078335,Never,6,0
6564127,Never,6,0
9986138,Always,6,1
8756821,Never,6,0
3050238,Always,6,1
6542050,Never,6,0
8335141,Never,6,0
9246819,Never,6,0
1569929,Never,6,0
3808130,Never,6,0
7948786,Never,6,0
3819922,Never,6,0
4425162,Never,6,0
6530923,Always,6,1
7457146,Never,6,0
7720556,Never,6,0
616176,Never,6,0
8172307,Never,6,0
7846215,Never,6,0
2388391,Never,6,0
1307355,Never,6,0
4499565,Never,6,0
8215073,Never,6,0
7654383,Never,6,0
7180861,Never,6,0
1076205,Never,6,0
857696,Never,6,0
12201529,Always,6,1
6554105,Never,6,0
3498115,Never,6,0
8165750,Never,6,0
7310285,Never,6,0
6542441,Always,6,1
5195411,Never,6,0
8015228,Never,6,0
1587048,Never,6,0
7341830,Never,6,0
7617380,Never,6,0
8087989,Never,6,0
971634,Never,6,0
6798586,Never,6,0
7644388,Never,6,0
3701115,Sometimes,6,1
5461944,Never,6,0
8253102,Never,6,0
3498239,Never,6,0
4091922,Never,6,0
6552765,Never,6,0
8155429,Never,6,0
11770198,Never,6,0
6544401,Never,6,0
8040877,Never,6,0
7253001,Never,6,0
9660461,Never,6,0
6992080,Never,6,0
6931553,Never,6,0
7265506,Never,6,0
7843631,Never,6,0
10406751,Never,6,0
4076761,Never,6,0
8921547,Never,6,0
8039011,Never,6,0
9813136,Never,6,0
1811843,Never,6,0
1044087,Never,6,0
6498604,Never,6,0
4933710,Never,6,0
9554262,Never,6,0
3192644,Never,6,0
5626331,Never,6,0
8105413,Never,6,0
10384839,Never,6,0
13832468,Always,6,1
8274010,Never,6,0
7110782,Never,6,0
632740,Never,6,0
8064121,Never,6,0
7263597,Never,6,0
6521746,Never,6,0
3721663,Never,6,0
4073444,Never,6,0
8354766,Never,6,0
6934978,Never,6,0
12921254,Never,6,0
3810542,Never,6,0
11757442,Never,6,0
5656311,Never,6,0
6856578,Always,6,1
7079982,Never,6,0
11682388,Never,6,0
6566448,Never,6,0
7268777,Never,6,0
1475428,Sometimes,6,1
3467546,Never,6,0
7109180,Never,6,0
6690319,Never,6,0
7475209,Never,6,0
3796698,Never,6,0
5465400,Never,6,0
9736832,Never,6,0
7655045,Never,6,0
8051550,Never,6,0
12025178,Never,6,0
7389809,Never,6,0
6954081,Never,6,0
8302197,Never,6,0
8062706,Never,6,0
6223753,Never,6,0
7974957,Never,6,0
5174848,Always,6,1
7354177,Never,6,0
6498736,Never,6,0
6557481,Never,6,0
7000804,Never,6,0
8003483,Never,6,0
8069638,Never,6,0
6137326,Never,6,0
2354322,Never,6,0
6230237,Never,6,0
6737471,Never,6,0
8147167,Never,6,0
6923003,Never,6,0
2864940,Never,6,0
7145802,Never,6,0
4073428,Never,6,0
4685695,Never,6,0
8023085,Never,6,0
6532187,Never,6,0
1043137,Never,6,0
9113592,Never,6,0
397253,Never,6,0
7126816,Never,6,0
6657087,Never,6,0
6826237,Never,6,0
2800802,Never,6,0
8026920,Never,6,0
8208573,Never,6,0
10330798,Never,6,0
110353,Never,6,0
8147035,Never,6,0
8152209,Never,6,0
12495808,Never,6,0
7093004,Never,6,0
7234503,Never,6,0
10308,Never,6,0
8031738,Never,6,0
10780939,Never,6,0
9130543,Never,6,0
5234859,Never,6,0
8215847,Never,6,0
8208492,Never,6,0
7227671,Never,6,0
7304102,Never,6,0
5982243,Never,6,0
6559484,Never,6,0
6672140,Never,6,0
5393671,Always,6,1
7852215,Never,6,0
7921691,Never,6,0
3085376,Never,6,0
7728484,Never,6,0
1269747,Never,6,0
4148061,Never,6,0
6699820,Never,6,0
5213673,Never,6,0
9066748,Never,6,0
8180113,Always,6,1
6874126,Never,6,0
8146004,Never,6,0
4046803,Never,6,0
7073038,Never,6,0
6611869,Never,6,0
8100632,Never,6,0
6521142,Never,6,0
8308012,Always,6,1
8285993,Never,6,0
8240205,Never,6,0
7804156,Never,6,0
7249683,Never,6,0
10007539,Never,6,0
10031979,Never,6,0
8024766,Never,6,0
7844999,Always,6,1
6564127,Never,6,0
9524347,Never,6,0
8310483,Never,6,0
6207480,Never,6,0
7008295,Never,6,0
6216838,Always,6,1
8338930,Never,6,0
6664792,Never,6,0
6531199,Never,6,0
5390672,Never,6,0
10425144,Never,6,0
7844182,Never,6,0
6571069,Never,6,0
8046018,Never,6,0
6996795,Never,6,0
3945499,Never,6,0
5279143,Never,6,0
6742114,Never,6,0
7159005,Never,6,0
7946716,Never,6,0
9232575,Never,6,0
7997124,Never,6,0
7965761,Never,6,0
12833274,Never,6,0
9338322,Never,6,0
4233638,Never,6,0
10576673,Never,6,0
7256353,Never,6,0
4654544,Never,6,0
8166676,Never,6,0
1568485,Never,6,0
6660975,Never,6,0
10780939,Always,6,1
5864968,Never,6,0
7779631,Never,6,0
7972164,Never,6,0
720542,Never,6,0
6863051,Never,6,0
7777817,Never,6,0
8726620,Never,6,0
5570972,Never,6,0
7051255,Never,6,0
7220197,Never,6,0
5760488,Never,6,0
2840995,Always,6,1
6944094,Never,6,0
8197261,Never,6,0
7431163,Never,6,0
7887744,Never,6,0
3110699,Never,6,0
7762879,Never,6,0
8259208,Always,6,1
7835825,Never,6,0
4118200,Never,6,0
6883575,Never,6,0
2840294,Never,6,0
7272510,Never,6,0
6825419,Never,6,0
9788824,Never,6,0
10010882,Never,6,0
7783302,Never,6,0
5393671,Never,6,0
10633995,Never,6,0
2438380,Never,6,0
8131430,Never,6,0
8119163,Never,6,0
7839324,Never,6,0
9045163,Never,6,0
4578732,Never,6,0
6835740,Never,6,0
7998597,Never,6,0
6541100,Never,6,0
4578686,Never,6,0
6846122,Never,6,0
1886908,Never,6,0
12129054,Never,6,0
7782357,Never,6,0
6419852,Never,6,0
969540,Never,6,0
5969085,Never,6,0
6878768,Never,6,0
6540376,Never,6,0
4094212,Never,6,0
5628008,Never,6,0
7455151,Always,6,1
6528651,Never,6,0
8016550,Always,6,1
8161933,Never,6,0
7048009,Never,6,0
8242518,Never,6,0
6881351,Never,6,0
9765727,Never,6,0
1802437,Never,6,0
6607845,Never,6,0
8294623,Never,6,0
8231966,Never,6,0
7715242,Never,6,0
4226445,Never,6,0
8130892,Never,6,0
7300646,Never,6,0
1243853,Never,6,0
7003501,Never,6,0
4856090,Never,6,0
12189944,Sometimes,6,0
8043914,Never,6,0
6701892,Never,6,0
6963412,Never,6,0
8077797,Never,6,0
12031216,Never,6,0
8148376,Never,6,0
3149757,Never,6,0
1698680,Never,6,0
4019407,Never,6,0
4724828,Never,6,0
8126852,Never,6,0
7780087,Never,6,0
2640155,Never,6,0
8541914,Never,6,0
8105901,Never,6,0
4616294,Never,6,0
1967029,Never,6,0
8118698,Never,6,0
8100047,Never,6,0
7758987,Never,6,0
7183143,Never,6,0
2022389,Never,6,0
4473175,Never,6,0
6698298,Never,6,0
7607768,Never,6,0
1802461,Never,6,0
7717512,Never,6,0
5212170,Never,6,0
5973953,Never,6,0
6857566,Never,6,0
4934008,Never,6,0
444898,Never,6,0
6900402,Never,6,0
8032815,Never,6,0
10070729,Never,6,0
8530777,Sometimes,6,1
7111878,Never,6,0
8213402,Never,6,0
6927068,Never,6,0
4104633,Sometimes,6,0
4971019,Never,6,0
3193713,Never,6,0
6956262,Never,6,0
6897738,Never,6,0
2750724,Never,6,0
6701884,Never,6,0
11611413,Never,6,0
9417796,Never,6,0
8136750,Never,6,0
4090837,Never,6,0
2807246,Never,6,0
7165684,Never,6,0
11065079,Never,6,0
7721315,Never,6,0
7805616,Never,6,0
7161514,Never,6,0
6723047,Never,6,0
7165056,Never,6,0
4395670,Never,6,0
8219362,Never,6,0
11159049,Never,6,0
6795501,Never,6,0
7787162,Always,6,1
6918093,Never,6,0
2815540,Never,6,0
7069154,Never,6,0
10046348,Never,6,0
7739443,Never,6,0
6778321,Never,6,0
8140146,Never,6,0
6567231,Never,6,0
6627366,Never,6,0
8789649,Never,6,0
7775881,Always,6,1
6529003,Never,6,0
7080069,Never,6,0
7723393,Never,6,0
5179068,Never,6,0
7288301,Never,6,0
4254287,Never,6,0
7819064,Never,6,0
7403763,Never,6,0
8590478,Never,6,0
6288707,Always,6,1
7054548,Never,6,0
8045593,Never,6,0
8025584,Never,6,0
8079218,Never,6,0
5662362,Always,6,1
1049216,Never,6,0
7954468,Never,6,0
3061086,Never,6,0
7806388,Never,6,0
6835414,Never,6,0
1938150,Never,6,0
9197141,Never,6,0
12172383,Never,6,0
13516906,Never,6,0
7182368,Never,6,0
8048681,Never,6,0
6577423,Never,6,0
5152402,Never,6,0
6690688,Always,6,1
10041168,Never,6,0
7470673,Never,6,0
6849091,Never,6,0
5927285,Never,6,0
7892543,Never,6,0
7113749,Never,6,0
6729673,Never,6,0
6656560,Never,6,0
8496749,Never,6,0
7805705,Never,6,0
7786689,Never,6,0
7416636,Never,6,0
6829708,Never,6,0
7775008,Never,6,0
7785313,Sometimes,6,1
7998775,Never,6,0
8339902,Never,6,0
4121384,Never,6,0
5740983,Never,6,0
4779525,Never,6,0
7059671,Never,6,0
7495749,Never,6,0
3472795,Never,6,0
7971591,Never,6,0
7305745,Never,6,0
8238332,Never,6,0
3216551,Never,6,0
1244388,Never,6,0
8328242,Never,6,0
7260210,Never,6,0
10701982,Never,6,0
7682255,Never,6,0
8223602,Always,6,1
6921523,Never,6,0
7139985,Never,6,0
7944470,Never,6,0
9344497,Never,6,0
